ラップ数,タイム,累積時間,距離,平均ペース,勾配調整後のペース（GAP）平均,平均心拍数,最大心拍数,総上昇量,総下降量,平均パワー,平均W/kg,最大パワー,最大W/kg,平均ピッチ,平均接地時間,平均GCTバランス,平均歩幅,平均上下動,平均上下動比,カロリー,平均気温,最高ペース,最高ピッチ,移動時間,平均移動ペース,身長,体重,VO2Max
1,04:39.1,04:39.1,1,4:39,,141,159,18,15,,,,,156,209,左 49.5%／右 50.5%,1.37,12.1,8.9,53,,4:04,165,4:34,4:34,185,62,61
2,04:32.6,09:11.7,1,4:33,,144,162,14,18,,,,,157,207,左 49.5%／右 50.5%,1.41,12.3,8.5,53,,4:03,163,04:32.6,4:33,185,62,61
3,04:40.7,13:52,1,4:41,,164,176,18,9,,,,,158,204,左 49.7%／右 50.3%,1.38,12.3,8.6,62,,4:25,163,4:40,4:40,185,62,61
4,04:26.2,18:18,1,4:26,,168,182,5,8,,,,,158,202,左 49.5%／右 50.5%,1.42,12.1,8.4,57,,4:17,166,4:20,4:20,185,62,61
5,04:28.7,22:47,1,4:29,,178,187,14,12,,,,,159,202,左 49.4%／右 50.6%,1.4,12,8.3,62,,4:18,166,04:28.7,4:29,185,62,61
6,04:27.6,27:15:00,1,4:28,,179,188,8,11,,,,,156,201,左 49.4%／右 50.6%,1.44,12.1,8.4,63,,4:05,164,4:17,4:17,185,62,61
7,00:23.1,27:38:00,0.09,4:31,,177,179,--,--,,,,,150,199,左 49.4%／右 50.6%,1.54,10.6,6.9,5,,3:48,164,0:23,4:30,185,62,61
1,04:43.0,04:43.0,1,4:43,,140,161,--,--,,,,,152,210,左 50.2%／右 49.8%,1.37,13,9.6,54,,4:31,157,4:37,4:37,185,62,61
2,04:42.5,09:25.6,1,4:43,,161,167,--,--,,,,,153,208,左 49.9%／右 50.1%,1.39,13.2,9.3,59,,4:26,155,4:42,4:42,185,62,61
3,04:34.7,14:00,1,4:35,,166,178,3,9,,,,,155,209,左 50.0%／右 50.0%,1.4,12.6,9,61,,4:21,159,04:34.7,4:35,185,62,61
4,04:44.5,18:45,1,4:44,,179,191,--,2,,,,,150,207,左 50.0%／右 50.0%,1.39,12.3,8.7,66,,4:12,160,4:36,4:36,185,62,61
5,03:50.2,22:35,0.86,4:28,,175,183,20,12,,,,,156,203,左 50.0%／右 50.0%,1.41,12.5,8.8,52,,4:07,161,03:50.2,4:28,185,62,61
1,04:30.1,04:30.1,0.97,4:37,,150,173,3,5,,,,,151,207,左 48.9%／右 51.1%,1.42,13.1,9.3,54,,4:14,157,4:26,4:33,185,62,61
2,04:20.2,08:50.3,1,4:20,,167,178,4,--,,,,,155,202,左 49.6%／右 50.4%,1.45,12.7,8.7,57,,3:56,160,4:20,4:20,185,62,61
3,04:25.9,13:16,1,4:26,,177,181,2,4,,,,,154,206,左 49.5%／右 50.5%,1.4,12.7,8.9,61,,4:09,159,04:25.9,4:26,185,62,61
4,00:37.2,13:53,0.14,4:21,,181,181,--,--,,,,,154,200,左 49.8%／右 50.2%,1.49,12.3,8.4,8,,4:16,157,0:37,4:19,185,62,61
1,04:55.8,04:55.8,1,4:56,,141,171,--,--,,,,,153,204,左 49.1%／右 50.9%,1.31,13.1,10,59,,4:40,158,04:55.8,4:56,185,62,61
2,04:56.7,09:52.6,1,4:57,,154,169,4,4,,,,,151,205,左 49.6%／右 50.4%,1.3,13.6,10.3,62,,4:23,160,4:55,4:55,185,62,61
3,04:52.8,14:45,1,4:53,,168,174,7,15,,,,,152,205,左 49.8%／右 50.2%,1.35,13.5,9.9,63,,4:28,157,04:52.8,4:53,185,62,61
4,04:50.5,19:36,1,4:51,,172,177,2,--,,,,,151,204,左 49.6%／右 50.4%,1.37,13.3,9.7,65,,4:21,158,4:44,4:44,185,62,61
5,05:16.6,24:52:00,1,5:17,,168,178,8,5,,,,,150,212,左 49.8%／右 50.2%,1.25,11.7,9.4,68,,4:13,161,5:15,5:15,185,62,61
6,04:57.5,29:50:00,1,4:58,,162,176,5,2,,,,,153,204,左 50.0%／右 50.0%,1.3,12.5,9.9,62,,4:13,166,4:51,4:51,185,62,61
7,04:42.8,34:33:00,1,4:43,,174,187,3,3,,,,,149,201,左 49.8%／右 50.3%,1.4,12.4,8.8,64,,4:08,166,4:21,4:21,185,62,61
8,00:48.3,35:21:00,0.19,4:10,,184,191,--,--,,,,,160,198,左 49.9%／右 50.1%,1.39,12.2,8.7,11,,3:54,163,0:48,4:09,185,62,61
1,01:19.6,01:19.6,0.38,3:32,,133,153,--,7,,,,,156,214,左 59.3%／右 40.7%,1.73,31.8,21.5,13,,3:04,183,01:19.6,3:32,185,62,61
2,01:22.3,02:41.9,0.41,3:20,,155,161,3,--,,,,,160,224,左 65.9%／右 34.1%,2.06,28.4,13.2,17,,3:04,168,1:22,3:19,185,62,61
3,00:42.4,03:24.3,0.21,3:24,,162,169,1,--,,,,,164,214,左 66.3%／右 33.7%,1.87,24.7,12.5,9,,3:12,173,0:42,3:23,185,62,61
4,05:35.0,08:59.2,0.36,15:27,,121,168,--,--,,,,,99,278,左 56.2%／右 43.8%,0.71,6.4,7.2,40,,3:20,183,4:31,12:30,185,62,61
5,02:13.6,11:13,0.41,5:24,,148,167,--,--,,,,,158,214,左 51.1%／右 48.9%,1.13,12.4,11.5,25,,3:52,169,02:13.6,5:24,185,62,61
6,01:24.4,12:37,0.41,3:24,,168,174,--,--,,,,,170,185,左 51.1%／右 48.9%,1.73,11,6.2,19,,3:06,181,1:24,3:23,185,62,61
7,01:24.1,14:01,0.42,3:22,,177,181,5,8,,,,,167,176,左 51.5%／右 48.5%,1.77,11.2,6.1,20,,3:24,173,1:24,3:22,185,62,61
8,00:44.8,14:46,0.21,3:36,,173,178,3,--,,,,,165,194,左 50.8%／右 49.2%,1.72,11.3,6.3,10,,3:25,167,00:44.8,3:36,185,62,61
9,02:08.7,16:55,0.41,5:14,,175,186,--,--,,,,,159,228,左 49.7%／右 50.3%,1.2,11.5,9.8,29,,3:34,163,02:08.7,5:14,185,62,61
10,01:23.0,18:18,0.41,3:23,,172,179,--,--,,,,,168,182,左 50.7%／右 49.3%,1.75,11.2,6.2,20,,3:18,172,01:23.0,3:23,185,62,61
11,01:42.1,20:00,0.41,4:06,,166,174,--,--,,,,,162,214,左 50.4%／右 49.6%,1.56,11.3,7,23,,3:22,167,1:42,4:06,185,62,61
1,05:12.1,05:12.1,1,5:12,,160,178,5,8,,,,,156,226,左 49.9%／右 50.1%,1.22,12,9.6,64,,4:38,162,5:06,5:06,185,62,61
2,04:48.9,10:01,1,4:49,,175,181,7,4,,,,,156,220,左 49.6%／右 50.4%,1.33,12.2,8.9,64,,4:37,159,04:48.9,4:49,185,62,61
3,04:38.7,14:40,1,4:39,,172,183,,--,,,,,157,215,左 49.5%／右 50.5%,1.38,12.2,8.6,63,,4:26,162,04:38.7,4:39,185,62,61
4,04:55.0,19:35,0.14,35:14:00,,130,188,--,2,,,,,48,223,左 49.1%／右 50.9%,0.6,6.5,4.1,29,,4:23,226,1:17,9:12,185,62,61
1,04:50.0,04:50.0,1,4:50,,164,183,--,--,,,,,155,201,左 49.8%／右 50.3%,1.3,12.6,9.3,63,,4:08,160,4:50,4:50,185,62,61
2,04:38.6,09:28.7,1,4:39,,173,184,2,2,,,,,154,201,左 49.7%／右 50.3%,1.4,12.8,9,63,,4:01,158,04:38.6,4:39,185,62,61
3,04:42.3,14:11,1,4:42,,175,190,7,15,,,,,156,210,左 49.9%／右 50.1%,1.37,12.3,8.8,64,,3:53,160,4:42,4:42,185,62,61
4,04:54.9,19:06,1,4:55,,169,179,8,6,,,,,156,206,左 49.9%／右 50.1%,1.32,12.3,9.1,64,,3:50,161,04:54.9,4:55,185,62,61
5,04:53.7,24:00:00,1,4:54,,157,172,16,12,,,,,154,205,左 49.9%／右 50.1%,1.26,12.2,9.8,58,,4:22,164,04:53.7,4:54,185,62,61
6,00:11.6,24:11:00,0.01,16:17,,152,153,--,--,,,,,130,--,--,1.23,6.9,6.1,1,,5:27,153,0:10,14:01,185,62,61
7,02:11.8,26:23:00,0.28,7:58,,130,156,--,--,,,,,124,165,左 49.2%／右 50.8%,0.89,5.9,7,13,,3:29,172,02:11.8,7:57,185,62,61
8,00:28.3,26:51:00,0.04,10:30,,151,160,--,--,,,,,128,195,左 48.5%／右 51.5%,1.12,6.3,5.5,5,,3:25,172,00:28.3,10:30,185,62,61
9,00:36.8,27:28:00,0.17,3:41,,150,154,--,--,,,,,165,171,左 50.7%／右 49.3%,1.43,11.6,9.2,6,,3:41,172,0:36,3:36,185,62,61
10,00:57.8,28:26:00,0.06,16:10,,147,156,--,--,,,,,94,211,左 48.9%／右 51.1%,0.93,5.8,6.5,9,,4:02,163,0:28,7:50,185,62,61
11,00:36.4,29:02:00,0.18,3:20,,140,152,--,--,,,,,167,195,左 51.3%／右 48.7%,1.57,11.8,8.4,5,,3:20,181,00:36.4,3:20,185,62,61
1,04:34.1,04:34.1,1,4:34,--,149,168,11,8,--,--,--,--,155,197,49.5% L / 50.5% R,1.4,12.9,9.1,53,--,4:08,163,04:34.1,4:34,185,62,61
2,04:27.1,09:01.2,1,4:27,--,171,177,8,11,--,--,--,--,156,192,49.5% L / 50.5% R,1.44,12.8,8.6,60,--,4:10,161,4:26,4:26,185,62,61
3,04:30.4,13:32,1,4:30,--,174,180,3,--,--,--,--,--,155,198,49.8% L / 50.2% R,1.45,12.5,8.8,61,--,4:00,163,04:30.4,4:30,185,62,61
4,04:45.1,18:17,1,4:45,--,171,181,6,6,--,--,--,--,153,192,50.5% L / 49.5% R,1.38,11.6,8.5,63,--,3:57,160,04:45.1,4:45,185,62,61
5,03:16.7,21:33,0.79,4:11,--,175,180,--,--,--,--,--,--,158,187,50.1% L / 49.9% R,1.53,12.3,7.8,45,--,3:54,162,3:15,4:08,185,62,61
1,05:06.5,05:06.5,1,5:06,--,149,168,20,17,--,--,--,--,153,219,50.2% L / 49.8% R,1.24,12.7,10,62,--,4:42,158,5:03,5:03,185,62,61
2,04:50.3,09:56.8,1,4:50,--,163,175,--,--,--,--,--,--,154,220,50.0% L / 50.0% R,1.35,12.7,9.1,62,--,4:28,158,04:50.3,4:50,185,62,61
3,04:40.4,14:37,1,4:40,--,161,167,--,--,--,--,--,--,156,215,49.9% L / 50.1% R,1.37,12.5,8.9,60,--,4:26,159,4:40,4:40,185,62,61
4,00:31.6,15:09,0.13,4:05,--,168,170,--,--,--,--,--,--,158,211,50.0% L / 50.0% R,1.48,12,7.9,7,--,4:16,160,00:31.6,4:05,185,62,61
1,04:47.3,04:47.3,1,4:47,--,160,169,17,14,--,--,--,--,154,208,49.8% L / 50.3% R,1.32,13,10.1,59,--,4:25,160,4:46,4:46,185,62,61
2,04:49.6,09:36.8,1,4:50,--,170,172,--,--,--,--,--,--,154,210,49.8% L / 50.2% R,1.32,13,9.6,64,--,4:38,157,4:49,4:49,185,62,61
3,04:41.0,14:18,1,4:41,--,174,178,7,6,--,--,--,--,154,207,49.7% L / 50.3% R,1.34,13.1,9.6,63,--,4:34,158,04:41.0,4:41,185,62,61
4,00:29.3,14:47,0.11,4:15,--,173,175,--,--,--,--,--,--,157,209,50.0% L / 50.0% R,1.39,12.3,8.7,6,--,4:33,159,0:29,4:13,185,62,61
1,04:53.2,04:53.2,1,4:53,--,139,151,1,--,--,--,--,--,153,204,49.7% L / 50.3% R,1.32,13.4,10.9,54,--,4:38,159,4:50,4:50,185,62,61
2,04:19.8,09:13.0,0.85,5:07,--,155,164,--,--,--,--,--,--,155,213,49.8% L / 50.2% R,1.27,12.7,9.8,52,--,4:39,159,4:19,5:06,185,62,61
3,05:07.3,14:20,1,5:07,--,158,164,3,4,--,--,--,--,155,212,49.9% L / 50.1% R,1.26,12.7,9.9,61,--,4:59,159,05:07.3,5:07,185,62,61
4,04:17.9,18:38,0.85,5:02,--,159,167,7,5,--,--,--,--,154,209,49.8% L / 50.2% R,1.29,12.7,9.6,52,--,4:53,161,4:15,4:58,185,62,61
1,04:44.1,04:44.1,1,4:44,--,137,151,2,--,--,--,--,--,151,220,50.1% L / 49.9% R,1.4,13,9.3,56,--,4:11,159,4:38,4:38,185,62,61
2,04:52.7,09:36.8,1,4:53,--,145,154,--,3,--,--,--,--,150,216,50.2% L / 49.8% R,1.35,13,9.6,56,--,4:27,158,4:51,4:51,185,62,61
3,04:36.4,14:13,1,4:36,--,154,168,12,17,--,--,--,--,152,211,49.8% L / 50.2% R,1.43,13.4,9.2,56,--,4:14,156,4:36,4:36,185,62,61
4,04:45.8,18:59,1,4:46,--,168,174,6,--,--,--,--,--,152,215,49.9% L / 50.1% R,1.4,13.1,9.1,61,--,4:19,158,04:45.8,4:46,185,62,61
5,04:37.1,23:36,1,4:37,--,173,180,1,--,--,--,--,--,153,213,50.0% L / 50.0% R,1.41,13,8.9,62,--,4:29,161,4:37,4:37,185,62,61
6,04:31.3,28:07:00,1,4:31,--,174,179,--,3,--,--,--,--,153,209,49.8% L / 50.2% R,1.4,13.2,9.2,57,--,4:14,160,4:31,4:31,185,62,61
7,04:29.4,32:37:00,1,4:29,--,174,181,7,11,--,--,--,--,154,213,50.0% L / 50.0% R,1.46,12.7,8.5,60,--,4:12,161,04:29.4,4:29,185,62,61
8,04:23.3,37:00:00,0.94,4:39,--,176,181,10,--,--,--,--,--,155,211,50.1% L / 49.9% R,1.39,12.7,8.9,56,--,4:21,160,4:23,4:39,185,62,61
9,04:34.9,41:35:00,1,4:35,--,174,178,3,4,--,--,--,--,155,211,50.1% L / 49.9% R,1.42,12.7,8.7,59,--,4:13,159,04:34.9,4:35,185,62,61
10,04:54.9,46:30:00,1,4:55,--,173,181,--,7,--,--,--,--,152,214,50.1% L / 49.9% R,1.35,12,8.9,59,--,4:23,159,4:54,4:54,185,62,61
11,04:38.5,51:08:00,1,4:39,--,169,175,--,--,--,--,--,--,157,220,49.9% L / 50.1% R,1.32,11.8,8.8,61,--,4:31,161,04:38.5,4:39,185,62,61
12,00:16.5,51:25:00,0.06,4:24,--,167,168,--,--,--,--,--,--,155,206,50.1% L / 49.9% R,1.32,13,9.7,2,--,4:48,156,0:16,4:16,185,62,61
1,04:26.6,04:26.6,1,4:27,--,157,170,1,--,--,--,--,--,154,203,49.7% L / 50.3% R,1.44,13,8.8,59,--,4:15,158,04:26.6,4:27,185,62,61
2,04:22.5,08:49.0,1,4:22,--,169,174,--,--,--,--,--,--,156,204,49.6% L / 50.4% R,1.48,12.7,8.3,59,--,4:12,159,4:22,4:22,185,62,61
3,04:58.7,13:48,1,4:59,--,166,173,--,--,--,--,--,--,155,219,49.9% L / 50.1% R,1.3,12.4,9.3,62,--,4:37,159,04:58.7,4:59,185,62,61
4,04:51.9,18:40,1,4:52,--,165,171,--,--,--,--,--,--,156,220,50.1% L / 49.9% R,1.31,12.1,9,60,--,4:36,161,4:51,4:51,185,62,61
5,04:49.3,23:29,1,4:49,--,167,176,--,--,--,--,--,--,156,220,50.0% L / 50.0% R,1.32,12,8.9,61,--,4:42,159,4:49,4:49,185,62,61
6,04:53.1,28:22:00,1,4:53,--,156,171,--,--,--,--,--,--,157,222,50.0% L / 50.0% R,1.31,12,8.9,61,--,4:35,161,04:53.1,4:53,185,62,61
7,04:28.2,32:50:00,1,4:28,--,147,159,--,--,--,--,--,--,158,212,49.9% L / 50.1% R,1.39,11.9,8.4,57,--,4:04,162,4:28,4:28,185,62,61
8,03:48.0,36:38:00,0.99,3:51,--,158,172,4,8,--,--,--,--,161,197,49.1% L / 50.9% R,1.62,11.6,6.9,58,--,3:24,169,3:48,3:51,185,62,61
1,04:27.7,04:27.7,1,4:28,--,152,165,2,--,--,--,--,--,155,198,49.0% L / 51.0% R,1.42,12.9,8.8,58,--,4:16,163,4:22,4:22,185,62,61
2,04:32.0,08:59.7,1,4:32,--,164,168,--,--,--,--,--,--,154,197,49.4% L / 50.6% R,1.44,13.3,9,59,--,4:19,158,04:32.0,4:32,185,62,61
3,04:36.9,13:37,1,4:37,--,167,174,6,16,--,--,--,--,154,198,49.7% L / 50.3% R,1.41,13.3,9.2,60,--,4:19,158,04:36.9,4:37,185,62,61
4,04:37.6,18:14,1,4:38,--,169,172,3,--,--,--,--,--,155,202,50.0% L / 50.0% R,1.39,13,9.1,61,--,4:14,159,04:37.6,4:38,185,62,61
5,04:25.4,22:40,1,4:25,--,173,176,15,10,--,--,--,--,155,195,49.7% L / 50.3% R,1.45,13.3,8.9,60,--,4:18,159,4:25,4:25,185,62,61
6,04:36.1,27:16:00,1,4:36,--,177,182,6,--,--,--,--,--,157,201,50.1% L / 49.9% R,1.39,12.6,8.8,64,--,4:23,162,04:36.1,4:36,185,62,61
7,04:17.2,31:33:00,1,4:17,--,179,183,4,7,--,--,--,--,158,194,49.9% L / 50.1% R,1.48,12.6,8.3,61,--,3:57,163,04:17.2,4:17,185,62,61
1,04:09.3,04:09.3,1,4:09,--,156,170,2,--,--,--,--,--,157,186,49.0% L / 51.0% R,1.52,13.3,8.4,58,--,3:39,168,4:09,4:09,185,62,61
2,04:18.1,08:27.4,1,4:18,--,167,175,11,8,--,--,--,--,157,195,49.5% L / 50.5% R,1.4,13.4,9.4,57,--,4:12,161,4:18,4:18,185,62,61
3,04:14.8,12:42,1,4:15,--,171,176,13,20,--,--,--,--,157,194,50.1% L / 49.9% R,1.48,13.4,8.8,58,--,3:57,161,04:14.8,4:15,185,62,61
4,04:13.2,16:55,1,4:13,--,167,176,7,14,--,--,--,--,157,195,49.9% L / 50.1% R,1.47,12.6,8.7,56,--,3:58,161,4:09,4:09,185,62,61
5,04:09.4,21:05,1,4:09,--,169,176,12,7,--,--,--,--,157,196,50.0% L / 50.0% R,1.51,13,8.4,56,--,3:51,161,04:09.4,4:09,185,62,61
6,00:02.2,21:07,0.01,4:33,--,174,174,--,--,--,--,--,--,157,205,49.8% L / 50.3% R,1.46,12.4,8.4,0,--,4:17,157,0:02,4:10,185,62,61
1,04:28.7,04:28.7,1,4:29,--,142,161,6,6,--,--,--,--,154,208,48.8% L / 51.2% R,1.42,13.2,9.2,52,--,4:04,162,4:22,4:22,185,62,61
2,04:31.9,09:00.6,1,4:32,--,158,163,4,2,--,--,--,--,153,208,49.4% L / 50.6% R,1.46,13.6,9.1,59,--,4:15,160,04:31.9,4:32,185,62,61
3,04:38.0,13:39,1,4:38,--,162,166,5,11,--,--,--,--,153,218,49.8% L / 50.3% R,1.41,13,9.2,61,--,4:25,163,04:38.0,4:38,185,62,61
4,04:32.6,18:11,1,4:33,--,164,170,12,13,--,--,--,--,154,209,49.7% L / 50.3% R,1.42,13.3,9.1,60,--,4:09,159,04:32.6,4:33,185,62,61
5,04:34.8,22:46,1,4:35,--,170,176,12,9,--,--,--,--,155,207,49.4% L / 50.6% R,1.4,12.9,9.1,61,--,4:19,162,4:34,4:34,185,62,61
6,04:35.1,27:21:00,1,4:35,--,172,175,4,--,--,--,--,--,155,209,49.8% L / 50.2% R,1.39,13,9.1,62,--,4:22,162,4:35,4:35,185,62,61
7,04:24.5,31:46:00,1,4:24,--,175,178,--,3,--,--,--,--,156,214,49.7% L / 50.3% R,1.47,12.6,8.3,62,--,3:56,160,04:24.5,4:24,185,62,61
8,01:09.2,32:55:00,0.26,4:22,--,172,174,--,10,--,--,--,--,157,211,49.7% L / 50.3% R,1.4,12.6,8.8,15,--,4:37,161,1:08,4:18,185,62,61
1,04:43.8,04:43.8,1,4:44,--,158,170,--,--,--,--,--,--,154,195,49.8% L / 50.2% R,1.39,13.4,9.6,60,--,4:07,162,4:40,4:40,185,62,61
2,04:27.1,09:10.8,1,4:27,--,176,182,--,--,--,--,--,--,157,192,49.8% L / 50.2% R,1.43,12.8,8.7,63,--,4:07,161,4:27,4:27,185,62,61
3,04:42.4,13:53,1,4:42,--,168,178,--,--,--,--,--,--,155,205,49.7% L / 50.3% R,1.38,12.7,9.2,62,--,4:08,159,4:35,4:35,185,62,61
4,04:31.5,18:25,1,4:32,--,179,184,--,--,--,--,--,--,156,188,50.0% L / 50.0% R,1.42,13.2,9.1,65,--,4:09,160,04:31.5,4:32,185,62,61
5,00:03.1,18:28,0.01,4:54,--,185,185,--,--,--,--,--,--,157,223,49.9% L / 50.1% R,1.58,14.2,8.8,0,--,4:35,158,0:03,4:42,185,62,61
1,04:03.1,04:03.1,1,4:03,--,148,166,3,--,--,--,--,--,157,184,48.3% L / 51.7% R,1.55,12.9,8.4,55,--,3:37,163,4:03,4:03,185,62,61
2,04:04.0,08:07.1,1,4:04,--,164,173,--,3,--,--,--,--,156,185,49.4% L / 50.6% R,1.55,13.1,8.2,52,--,3:50,161,04:04.0,4:04,185,62,61
3,04:04.3,12:11,1,4:04,--,175,181,5,9,--,--,--,--,157,191,49.5% L / 50.5% R,1.57,13.1,8.2,58,--,3:38,161,4:04,4:04,185,62,61
4,03:54.6,16:06,1,3:55,--,165,180,--,2,--,--,--,--,157,180,49.8% L / 50.2% R,1.57,13.4,8.6,55,--,3:38,163,03:54.6,3:55,185,62,61
5,00:41.7,16:48,0.17,3:59,--,163,164,9,--,--,--,--,--,159,183,49.4% L / 50.6% R,1.63,13,7.7,10,--,3:40,162,00:41.7,3:59,185,62,61
1,04:43.5,04:43.5,1,4:43,--,143,161,34,21,--,--,--,--,149,204,50.0% L / 50.0% R,1.4,13.8,9.8,55,--,4:03,159,04:43.5,4:43,185,62,61
2,04:42.6,09:26.1,1,4:43,--,163,168,--,3,--,--,--,--,150,201,50.0% L / 50.0% R,1.4,14.1,9.8,61,--,4:18,153,4:42,4:42,185,62,61
3,04:32.9,13:59,1,4:33,--,170,174,6,13,--,--,--,--,152,204,49.8% L / 50.2% R,1.47,13.6,9,62,--,4:11,157,04:32.9,4:33,185,62,61
4,04:50.1,18:49,1,4:50,--,173,178,9,4,--,--,--,--,150,204,50.0% L / 50.0% R,1.36,13.4,9.6,63,--,4:10,156,4:50,4:50,185,62,61
5,04:44.5,23:34,1,4:44,--,171,179,7,12,--,--,--,--,152,202,49.8% L / 50.2% R,1.38,13.3,9.5,63,--,4:18,158,4:44,4:44,185,62,61
6,04:38.4,28:12:00,1,4:38,--,178,183,35,27,--,--,--,--,153,199,49.8% L / 50.2% R,1.43,13.4,9.2,64,--,4:16,156,04:38.4,4:38,185,62,61
1,04:32.7,04:32.7,1,4:33,--,141,165,1,--,--,--,--,--,152,198,49.3% L / 50.7% R,1.43,13.7,9.7,53,--,4:10,159,4:27,4:27,185,62,61
2,04:32.5,09:05.2,1,4:33,--,171,176,--,--,--,--,--,--,151,191,49.6% L / 50.4% R,1.45,14.2,9.5,60,--,4:16,154,04:32.5,4:33,185,62,61
3,04:28.6,13:34,1,4:29,--,177,186,5,10,--,--,--,--,153,194,49.7% L / 50.3% R,1.46,13.8,9.2,61,--,4:21,157,4:28,4:28,185,62,61
4,05:01.7,18:36,1,5:02,--,172,181,6,9,--,--,--,--,148,196,49.6% L / 50.4% R,1.3,12.9,10,65,--,4:06,158,05:01.7,5:02,185,62,61
5,04:20.1,22:56,0.92,4:43,--,172,179,18,12,--,--,--,--,151,194,49.7% L / 50.3% R,1.36,12.9,9.5,56,--,4:10,159,4:20,4:43,185,62,61
1,04:31.6,04:31.6,1,4:32,,137,158,3,,,,,,152,222,49.9% L / 50.1% R,1.42,13.5,11,49,,4:06,159,4:26,4:26,185,62,61
2,04:31.7,09:03.3,1,4:32,,165,170,,3,,,,,153,220,49.7% L / 50.3% R,1.38,13.5,9.7,59,,4:15,160,04:31.7,4:32,185,62,61
3,04:43.9,13:47,1,4:44,,163,172,9,3,,,,,151,216,50.2% L / 49.8% R,1.27,12.7,12,62,,3:56,160,4:41,4:41,185,62,61
4,04:38.4,18:26,1,4:38,,165,178,11,7,,,,,153,213,49.4% L / 50.6% R,1.27,13.6,12,60,,4:21,159,4:37,4:37,185,62,61
5,04:32.8,22:58,1,4:33,,177,183,,,,,,,153,212,49.7% L / 50.3% R,1.44,13.5,9.4,63,,4:08,158,04:32.8,4:33,185,62,61
6,04:46.1,27:45:00,1,4:46,,167,179,11,8,,,,,151,214,49.8% L / 50.2% R,1.28,13.3,11.7,62,,4:27,159,4:46,4:46,185,62,61
7,05:04.0,32:49:00,1,5:04,,165,180,5,14,,,,,149,214,50.1% L / 49.9% R,1.19,12.5,9.1,60,,4:19,161,4:54,4:54,185,62,61
8,04:25.8,37:14:00,1,4:26,,163,180,,3,,,,,157,211,50.4% L / 49.6% R,1.32,13,11.8,52,,4:06,169,4:15,4:15,185,62,61
1,04:51.6,04:51.6,1,4:52,,137,158,3,,,,,,147,196,50.0% L / 50.0% R,0.55,14.1,25.9,59,,4:28,156,4:37,4:37,185,62,61
2,04:31.8,09:23.4,1,4:32,,168,177,,1,,,,,150,192,49.7% L / 50.3% R,1.17,14.6,15.9,60,,4:13,153,4:31,4:31,185,62,61
3,04:29.3,13:53,1,4:29,,175,183,3,10,,,,,152,194,49.6% L / 50.4% R,1.47,14.2,9.4,61,,4:20,158,04:29.3,4:29,185,62,61
4,04:40.7,18:33,1,4:41,,177,182,,,,,,,152,194,49.5% L / 50.5% R,1.42,14.2,9.8,62,,4:32,156,4:40,4:40,185,62,61
5,04:49.1,23:22,1,4:49,,179,184,18,11,,,,,152,195,49.8% L / 50.2% R,1.33,13.6,10.1,63,,4:25,159,4:49,4:49,185,62,61
6,04:40.4,28:03:00,1,4:40,,177,187,4,,,,,,154,190,49.8% L / 50.2% R,1.33,13.8,10.5,64,,4:16,163,04:40.4,4:40,185,62,61
7,04:11.5,32:14:00,1,4:12,,182,194,,5,,,,,155,181,49.4% L / 50.6% R,1.37,13.5,10.4,57,,3:46,160,04:11.5,4:11,185,62,61
1,04:54.0,04:54.0,1,4:54,,152,168,3,5,,,,,153,218,50.0% L / 50.0% R,1.15,13.1,13,58,,4:23,161,4:53,4:53,185,62,61
2,04:32.6,09:26.6,1,4:33,,173,177,9,,,,,,154,208,49.6% L / 50.4% R,1.4,13.4,9.4,60,,4:14,158,04:32.6,4:33,185,62,61
3,04:29.8,13:56,1,4:30,,179,181,6,10,,,,,156,210,49.8% L / 50.2% R,1.34,12.7,9.4,62,,4:03,161,4:29,4:29,185,62,61
4,00:15.3,14:12,0.06,4:03,,181,181,,,,,,,157,218,50.0% L / 50.0% R,1.57,12.2,7.6,3,,4:06,158,00:15.3,4:03,185,62,61
1,04:09.2,04:09.2,1,4:09,,177,185,,,,,,,158,197,49.6% L / 50.4% R,1.18,12.9,11.2,57,,3:41,165,4:09,4:09,185,62,61
2,04:09.9,08:19.1,1,4:10,,186,187,7,,,,,,157,199,49.7% L / 50.3% R,1.4,13,9,60,,3:41,161,04:09.9,4:10,185,62,61
3,04:14.3,12:33,1,4:14,,187,190,7,8,,,,,158,206,49.9% L / 50.1% R,1.37,12.3,8.8,61,,4:00,164,4:14,4:14,185,62,61
1,05:11.8,05:11.8,1,5:12,,144,154,1,,,,,,153,230,50.5% L / 49.5% R,1.24,12.5,9.9,58,,4:51,161,5:11,5:11,185,62,61
2,05:10.7,10:22,1,5:11,,159,178,,,,,,,151,229,50.3% L / 49.7% R,1.24,13,10.3,62,,4:54,156,5:10,5:10,185,62,61
3,04:57.3,15:20,1,4:57,,177,182,,6,,,,,154,233,50.1% L / 49.9% R,1.31,12.2,9.1,65,,4:29,160,4:57,4:57,185,62,61
4,05:17.0,20:37,1,5:17,,177,185,,,,,,,154,231,50.2% L / 49.8% R,1.08,11.9,11.9,67,,4:35,161,05:17.0,5:17,185,62,61
5,05:13.1,25:50:00,1,5:13,,179,185,11,6,,,,,156,236,50.1% L / 49.9% R,1.22,11.6,9.4,66,,4:38,161,05:13.1,5:13,185,62,61
