lap,time,accumulated_time,ave_heart_rate,max_heart_rate,ave_pitch,ave_grond,right_GCT,left_GCT,ave_stride,ave_vertical_motion,ave_Vertical_movement_ratio,calorie,high_pace,high_pitch,ave_move_pace,height,weight,VO2Max
2.0,266.1,9.0,150.0,163.0,154.0,206.0,50.2,49.8,1.44,13.0,9.0,54.0,248.0,160.0,263.0,185.0,62.0,61.0
3.0,265.1,805.0,165.0,172.0,154.0,203.0,50.8,49.2,1.41,12.8,9.5,60.0,243.0,160.0,259.0,185.0,62.0,61.0
1.0,257.2,4.0,126.0,151.0,153.0,200.0,50.3,49.7,1.39,13.4,10.5,39.0,242.0,160.0,247.0,185.0,62.0,61.0
2.0,261.2,8.0,157.0,174.0,154.0,200.0,50.8,49.2,1.45,13.7,9.5,55.0,255.0,159.0,261.0,185.0,62.0,61.0
3.0,259.7,778.0,143.0,168.0,155.0,198.0,50.0,50.0,1.37,12.9,9.7,44.0,236.0,172.0,246.0,185.0,62.0,61.0
1.0,261.1,261.0,143.0,156.0,155.0,192.0,50.8,49.3,1.46,13.4,9.1,50.0,250.0,160.0,261.0,185.0,62.0,61.0
2.0,270.1,531.0,164.0,178.0,154.0,195.0,50.4,49.6,1.46,13.5,9.0,60.0,245.0,156.0,270.0,185.0,62.0,61.0
3.0,261.3,780.0,164.0,178.0,156.0,198.0,50.3,49.7,1.47,12.9,8.7,57.0,246.0,162.0,261.0,185.0,62.0,61.0
1.0,278.8,278.0,136.0,156.0,151.0,215.0,50.5,49.5,1.37,13.5,10.0,48.0,266.0,157.0,276.0,185.0,62.0,61.0
2.0,276.6,555.0,151.0,162.0,153.0,207.0,50.2,49.8,1.39,13.6,9.4,55.0,260.0,160.0,270.0,185.0,62.0,61.0
3.0,284.0,3540.0,158.0,168.0,154.0,215.0,50.7,49.3,1.34,12.9,9.6,60.0,266.0,158.0,283.0,185.0,62.0,61.0
1.0,399.4,399.0,141.0,154.0,154.0,241.0,49.9,50.1,0.96,12.1,13.0,72.0,326.0,161.0,395.0,185.0,62.0,61.0
2.0,314.0,3180.0,154.0,165.0,153.0,218.0,49.9,50.1,1.25,12.8,10.1,65.0,290.0,157.0,313.0,185.0,62.0,61.0
3.0,270.9,1440.0,170.0,179.0,154.0,209.0,50.1,49.9,1.43,12.9,8.8,61.0,261.0,159.0,270.0,185.0,62.0,61.0
1.0,274.1,274.0,149.0,168.0,155.0,197.0,50.5,49.5,1.4,12.9,9.1,53.0,248.0,163.0,274.0,185.0,62.0,61.0
2.0,267.1,541.0,171.0,177.0,156.0,192.0,50.5,49.5,1.44,12.8,8.6,60.0,250.0,161.0,266.0,185.0,62.0,61.0
3.0,270.4,812.0,174.0,180.0,155.0,198.0,50.2,49.8,1.45,12.5,8.8,61.0,240.0,163.0,270.0,185.0,62.0,61.0
1.0,306.5,306.0,149.0,168.0,153.0,219.0,49.8,50.2,1.24,12.7,10.0,62.0,282.0,158.0,303.0,185.0,62.0,61.0
2.0,290.3,596.0,163.0,175.0,154.0,220.0,50.0,50.0,1.35,12.7,9.1,62.0,268.0,158.0,290.0,185.0,62.0,61.0
3.0,280.4,877.0,161.0,167.0,156.0,215.0,50.1,49.9,1.37,12.5,8.9,60.0,266.0,159.0,280.0,185.0,62.0,61.0
1.0,281.3,281.0,145.0,166.0,153.0,202.0,51.0,49.0,1.36,13.4,9.8,55.0,263.0,159.0,276.0,185.0,62.0,61.0
2.0,279.8,561.0,170.0,179.0,151.0,199.0,50.6,49.4,1.42,14.1,9.7,63.0,246.0,154.0,279.0,185.0,62.0,61.0
3.0,267.1,828.0,177.0,183.0,155.0,202.0,50.3,49.7,1.45,13.2,8.9,61.0,256.0,160.0,267.0,185.0,62.0,61.0
1.0,276.0,276.0,166.0,178.0,154.0,199.0,51.4,48.6,1.4,13.4,9.6,58.0,251.0,159.0,270.0,185.0,62.0,61.0
2.0,276.0,552.0,177.0,187.0,154.0,198.0,50.8,49.2,1.39,13.4,9.5,63.0,259.0,158.0,276.0,185.0,62.0,61.0
3.0,263.8,816.0,176.0,179.0,155.0,203.0,50.4,49.6,1.48,12.9,8.7,61.0,250.0,164.0,264.0,185.0,62.0,61.0
1.0,279.1,279.0,141.0,159.0,156.0,209.0,50.5,49.5,1.37,12.1,8.9,53.0,244.0,165.0,274.0,185.0,62.0,61.0
2.0,272.6,551.0,144.0,162.0,157.0,207.0,50.5,49.5,1.41,12.3,8.5,53.0,243.0,163.0,273.0,185.0,62.0,61.0
3.0,280.7,832.0,164.0,176.0,158.0,204.0,50.3,49.7,1.38,12.3,8.6,62.0,265.0,163.0,280.0,185.0,62.0,61.0
1.0,283.0,283.0,140.0,161.0,152.0,210.0,49.8,50.2,1.37,13.0,9.6,54.0,271.0,157.0,277.0,185.0,62.0,61.0
2.0,282.5,565.0,161.0,167.0,153.0,208.0,50.1,49.9,1.39,13.2,9.3,59.0,266.0,155.0,282.0,185.0,62.0,61.0
3.0,274.7,840.0,166.0,178.0,155.0,209.0,50.0,50.0,1.4,12.6,9.0,61.0,261.0,159.0,275.0,185.0,62.0,61.0
2.0,260.2,530.0,167.0,178.0,155.0,202.0,50.4,49.6,1.45,12.7,8.7,57.0,236.0,160.0,260.0,185.0,62.0,61.0
3.0,265.9,796.0,177.0,181.0,154.0,206.0,50.5,49.5,1.4,12.7,8.9,61.0,249.0,159.0,266.0,185.0,62.0,61.0
1.0,295.8,295.0,141.0,171.0,153.0,204.0,50.9,49.1,1.31,13.1,10.0,59.0,280.0,158.0,296.0,185.0,62.0,61.0
2.0,296.7,592.0,154.0,169.0,151.0,205.0,50.4,49.6,1.3,13.6,10.3,62.0,263.0,160.0,295.0,185.0,62.0,61.0
3.0,292.8,885.0,168.0,174.0,152.0,205.0,50.2,49.8,1.35,13.5,9.9,63.0,268.0,157.0,293.0,185.0,62.0,61.0
1.0,312.1,312.0,160.0,178.0,156.0,226.0,50.1,49.9,1.22,12.0,9.6,64.0,278.0,162.0,306.0,185.0,62.0,61.0
2.0,288.9,601.0,175.0,181.0,156.0,220.0,50.4,49.6,1.33,12.2,8.9,64.0,277.0,159.0,289.0,185.0,62.0,61.0
3.0,278.7,880.0,172.0,183.0,157.0,215.0,50.5,49.5,1.38,12.2,8.6,63.0,266.0,162.0,279.0,185.0,62.0,61.0
1.0,290.0,290.0,164.0,183.0,155.0,201.0,50.3,49.8,1.3,12.6,9.3,63.0,248.0,160.0,290.0,185.0,62.0,61.0
2.0,278.6,568.0,173.0,184.0,154.0,201.0,50.3,49.7,1.4,12.8,9.0,63.0,241.0,158.0,279.0,185.0,62.0,61.0
3.0,282.3,851.0,175.0,190.0,156.0,210.0,50.1,49.9,1.37,12.3,8.8,64.0,233.0,160.0,282.0,185.0,62.0,61.0
1.0,274.1,274.0,149.0,168.0,155.0,197.0,50.5,49.5,1.4,12.9,9.1,53.0,248.0,163.0,274.0,185.0,62.0,61.0
2.0,267.1,541.0,171.0,177.0,156.0,192.0,50.5,49.5,1.44,12.8,8.6,60.0,250.0,161.0,266.0,185.0,62.0,61.0
3.0,270.4,812.0,174.0,180.0,155.0,198.0,50.2,49.8,1.45,12.5,8.8,61.0,240.0,163.0,270.0,185.0,62.0,61.0
1.0,306.5,306.0,149.0,168.0,153.0,219.0,49.8,50.2,1.24,12.7,10.0,62.0,282.0,158.0,303.0,185.0,62.0,61.0
2.0,290.3,596.0,163.0,175.0,154.0,220.0,50.0,50.0,1.35,12.7,9.1,62.0,268.0,158.0,290.0,185.0,62.0,61.0
3.0,280.4,877.0,161.0,167.0,156.0,215.0,50.1,49.9,1.37,12.5,8.9,60.0,266.0,159.0,280.0,185.0,62.0,61.0
1.0,287.3,287.0,160.0,169.0,154.0,208.0,50.3,49.8,1.32,13.0,10.1,59.0,265.0,160.0,286.0,185.0,62.0,61.0
2.0,289.6,576.0,170.0,172.0,154.0,210.0,50.2,49.8,1.32,13.0,9.6,64.0,278.0,157.0,289.0,185.0,62.0,61.0
3.0,281.0,858.0,174.0,178.0,154.0,207.0,50.3,49.7,1.34,13.1,9.6,63.0,274.0,158.0,281.0,185.0,62.0,61.0
1.0,293.2,293.0,139.0,151.0,153.0,204.0,50.3,49.7,1.32,13.4,10.9,54.0,278.0,159.0,290.0,185.0,62.0,61.0
3.0,307.3,860.0,158.0,164.0,155.0,212.0,50.1,49.9,1.26,12.7,9.9,61.0,299.0,159.0,307.0,185.0,62.0,61.0
1.0,284.1,284.0,137.0,151.0,151.0,220.0,49.9,50.1,1.4,13.0,9.3,56.0,251.0,159.0,278.0,185.0,62.0,61.0
2.0,292.7,576.0,145.0,154.0,150.0,216.0,49.8,50.2,1.35,13.0,9.6,56.0,267.0,158.0,291.0,185.0,62.0,61.0
3.0,276.4,853.0,154.0,168.0,152.0,211.0,50.2,49.8,1.43,13.4,9.2,56.0,254.0,156.0,276.0,185.0,62.0,61.0
1.0,266.6,266.0,157.0,170.0,154.0,203.0,50.3,49.7,1.44,13.0,8.8,59.0,255.0,158.0,267.0,185.0,62.0,61.0
2.0,262.5,529.0,169.0,174.0,156.0,204.0,50.4,49.6,1.48,12.7,8.3,59.0,252.0,159.0,262.0,185.0,62.0,61.0
3.0,298.7,828.0,166.0,173.0,155.0,219.0,50.1,49.9,1.3,12.4,9.3,62.0,277.0,159.0,299.0,185.0,62.0,61.0
1.0,267.7,267.0,152.0,165.0,155.0,198.0,51.0,49.0,1.42,12.9,8.8,58.0,256.0,163.0,262.0,185.0,62.0,61.0
2.0,272.0,539.0,164.0,168.0,154.0,197.0,50.6,49.4,1.44,13.3,9.0,59.0,259.0,158.0,272.0,185.0,62.0,61.0
3.0,276.9,817.0,167.0,174.0,154.0,198.0,50.3,49.7,1.41,13.3,9.2,60.0,259.0,158.0,277.0,185.0,62.0,61.0
1.0,249.3,249.0,156.0,170.0,157.0,186.0,51.0,49.0,1.52,13.3,8.4,58.0,219.0,168.0,249.0,185.0,62.0,61.0
2.0,258.1,507.0,167.0,175.0,157.0,195.0,50.5,49.5,1.4,13.4,9.4,57.0,252.0,161.0,258.0,185.0,62.0,61.0
3.0,254.8,762.0,171.0,176.0,157.0,194.0,49.9,50.1,1.48,13.4,8.8,58.0,237.0,161.0,255.0,185.0,62.0,61.0
1.0,268.7,268.0,142.0,161.0,154.0,208.0,51.2,48.8,1.42,13.2,9.2,52.0,244.0,162.0,262.0,185.0,62.0,61.0
2.0,271.9,540.0,158.0,163.0,153.0,208.0,50.6,49.4,1.46,13.6,9.1,59.0,255.0,160.0,272.0,185.0,62.0,61.0
3.0,278.0,819.0,162.0,166.0,153.0,218.0,50.3,49.8,1.41,13.0,9.2,61.0,265.0,163.0,278.0,185.0,62.0,61.0
1.0,283.8,283.0,158.0,170.0,154.0,195.0,50.2,49.8,1.39,13.4,9.6,60.0,247.0,162.0,280.0,185.0,62.0,61.0
2.0,267.1,550.0,176.0,182.0,157.0,192.0,50.2,49.8,1.43,12.8,8.7,63.0,247.0,161.0,267.0,185.0,62.0,61.0
3.0,282.4,833.0,168.0,178.0,155.0,205.0,50.3,49.7,1.38,12.7,9.2,62.0,248.0,159.0,275.0,185.0,62.0,61.0
1.0,243.1,243.0,148.0,166.0,157.0,184.0,51.7,48.3,1.55,12.9,8.4,55.0,217.0,163.0,243.0,185.0,62.0,61.0
2.0,244.0,487.0,164.0,173.0,156.0,185.0,50.6,49.4,1.55,13.1,8.2,52.0,230.0,161.0,244.0,185.0,62.0,61.0
3.0,244.3,731.0,175.0,181.0,157.0,191.0,50.5,49.5,1.57,13.1,8.2,58.0,218.0,161.0,244.0,185.0,62.0,61.0
1.0,283.5,283.0,143.0,161.0,149.0,204.0,50.0,50.0,1.4,13.8,9.8,55.0,243.0,159.0,283.0,185.0,62.0,61.0
2.0,282.6,566.0,163.0,168.0,150.0,201.0,50.0,50.0,1.4,14.1,9.8,61.0,258.0,153.0,282.0,185.0,62.0,61.0
3.0,272.9,839.0,170.0,174.0,152.0,204.0,50.2,49.8,1.47,13.6,9.0,62.0,251.0,157.0,273.0,185.0,62.0,61.0
1.0,272.7,272.0,141.0,165.0,152.0,198.0,50.7,49.3,1.43,13.7,9.7,53.0,250.0,159.0,267.0,185.0,62.0,61.0
2.0,272.5,545.0,171.0,176.0,151.0,191.0,50.4,49.6,1.45,14.2,9.5,60.0,256.0,154.0,273.0,185.0,62.0,61.0
3.0,268.6,814.0,177.0,186.0,153.0,194.0,50.3,49.7,1.46,13.8,9.2,61.0,261.0,157.0,268.0,185.0,62.0,61.0
1.0,271.6,271.0,137.0,158.0,152.0,222.0,50.1,49.9,1.42,13.5,11.0,49.0,246.0,159.0,266.0,185.0,62.0,61.0
2.0,271.7,543.0,165.0,170.0,153.0,220.0,50.3,49.7,1.38,13.5,9.7,59.0,255.0,160.0,272.0,185.0,62.0,61.0
3.0,283.9,827.0,163.0,172.0,151.0,216.0,49.8,50.2,1.27,12.7,12.0,62.0,236.0,160.0,281.0,185.0,62.0,61.0
1.0,291.6,291.0,137.0,158.0,147.0,196.0,50.0,50.0,0.55,14.1,25.9,59.0,268.0,156.0,277.0,185.0,62.0,61.0
2.0,271.8,563.0,168.0,177.0,150.0,192.0,50.3,49.7,1.17,14.6,15.9,60.0,253.0,153.0,271.0,185.0,62.0,61.0
3.0,269.3,833.0,175.0,183.0,152.0,194.0,50.4,49.6,1.47,14.2,9.4,61.0,260.0,158.0,269.0,185.0,62.0,61.0
1.0,294.0,294.0,152.0,168.0,153.0,218.0,50.0,50.0,1.15,13.1,13.0,58.0,263.0,161.0,293.0,185.0,62.0,61.0
2.0,272.6,566.0,173.0,177.0,154.0,208.0,50.4,49.6,1.4,13.4,9.4,60.0,254.0,158.0,273.0,185.0,62.0,61.0
3.0,269.8,836.0,179.0,181.0,156.0,210.0,50.2,49.8,1.34,12.7,9.4,62.0,243.0,161.0,269.0,185.0,62.0,61.0
1.0,249.2,249.0,177.0,185.0,158.0,197.0,50.4,49.6,1.18,12.9,11.2,57.0,221.0,165.0,249.0,185.0,62.0,61.0
2.0,249.9,499.0,186.0,187.0,157.0,199.0,50.3,49.7,1.4,13.0,9.0,60.0,221.0,161.0,250.0,185.0,62.0,61.0
3.0,254.3,753.0,187.0,190.0,158.0,206.0,50.1,49.9,1.37,12.3,8.8,61.0,240.0,164.0,254.0,185.0,62.0,61.0
1.0,311.8,311.0,144.0,154.0,153.0,230.0,49.5,50.5,1.24,12.5,9.9,58.0,291.0,161.0,311.0,185.0,62.0,61.0
2.0,310.7,622.0,159.0,178.0,151.0,229.0,49.7,50.3,1.24,13.0,10.3,62.0,294.0,156.0,310.0,185.0,62.0,61.0
3.0,297.3,920.0,177.0,182.0,154.0,233.0,49.9,50.1,1.31,12.2,9.1,65.0,269.0,160.0,297.0,185.0,62.0,61.0
1.0,300.9,300.0,146.0,168.0,150.0,217.0,50.1,49.9,1.36,13.4,9.6,59.0,288.0,155.0,301.0,185.0,62.0,61.0
2.0,301.6,603.0,170.0,173.0,151.0,216.0,50.4,49.6,1.29,13.3,10.1,64.0,285.0,156.0,301.0,185.0,62.0,61.0
3.0,312.4,915.0,168.0,175.0,149.0,223.0,50.1,49.9,1.11,11.7,11.2,64.0,276.0,158.0,312.0,185.0,62.0,61.0
1.0,290.0,290.0,149.0,161.0,152.0,197.0,50.1,49.9,1.33,13.9,10.9,59.0,256.0,158.0,290.0,185.0,62.0,61.0
2.0,298.6,588.0,169.0,175.0,151.0,197.0,50.0,50.0,1.31,14.3,10.7,61.0,278.0,156.0,298.0,185.0,62.0,61.0
3.0,295.8,884.0,168.0,175.0,153.0,201.0,49.8,50.2,1.22,13.8,13.0,62.0,283.0,159.0,295.0,185.0,62.0,61.0
1.0,290.8,290.0,155.0,176.0,151.0,215.0,49.5,50.5,0.79,13.0,21.5,55.0,263.0,163.0,290.0,185.0,62.0,61.0
2.0,305.3,596.0,176.0,181.0,152.0,218.0,49.8,50.2,1.3,13.0,9.8,65.0,284.0,155.0,304.0,185.0,62.0,61.0
3.0,301.3,897.0,170.0,183.0,154.0,223.0,49.8,50.2,1.18,12.3,11.1,63.0,290.0,159.0,301.0,185.0,62.0,61.0
1.0,303.6,303.0,148.0,175.0,151.0,218.0,50.0,50.0,1.16,13.1,12.8,61.0,289.0,156.0,298.0,185.0,62.0,61.0
2.0,331.5,635.0,171.0,185.0,149.0,222.0,50.2,49.8,1.14,12.1,11.1,68.0,298.0,157.0,332.0,185.0,62.0,61.0
3.0,300.8,936.0,181.0,186.0,152.0,222.0,50.2,49.8,1.31,13.0,9.6,65.0,293.0,156.0,301.0,185.0,62.0,61.0
